,id,symbol,price_04-22-21,market_cap_billion(2021),market_cap_rank,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date
1213,suncontract,snc,0.04615574,0.005663656,1217,0.664222,-93.0605,2018-01-08T00:00:00.000Z,0.01057835,335.73568,2020-03-13T02:22:29.179Z
1214,jackpot,777,0.135202,0.005662576,1216,0.473074,-71.45073,2019-09-05T00:50:16.216Z,8.544e-05,157973.65331,2020-05-11T09:47:18.226Z
1215,litex,lxt,0.00415717,0.0056593,1222,0.051083,-91.96498,2019-08-19T08:35:56.635Z,0.00099526,312.41063,2020-03-13T02:30:00.641Z
1216,electronicgulden,efl,0.268672,0.005636573,1218,1.86,-85.56278,2021-04-14T23:20:53.596Z,0.00045443,59022.84723,2020-08-05T11:54:50.502Z
1217,chi-gastoken,chi,3.62,0.005635886,1219,9.53,-62.30033,2021-02-05T22:17:39.073Z,0.01702752,21009.76097,2021-03-18T13:09:33.616Z
1218,acoconut,ac,2.8,0.005631336,1220,9.08,-69.24745,2021-04-06T08:03:10.896Z,0.105396,2550.44484,2020-11-16T21:53:36.052Z
1219,rainicorn,raini,0.0124303,0.005604066,1221,0.02090278,-40.5494,2021-04-11T20:42:31.616Z,0.00482578,157.50915,2021-03-26T21:50:53.082Z
1220,exrnchain,exrn,6.05e-05,0.005595855,1214,0.00586051,-98.94506,2018-05-01T03:44:52.063Z,3.62e-06,1607.70875,2020-03-21T08:39:00.058Z
1221,ucash,ucash,0.00053677,0.005567919,1705,0.18722,-99.92886,2018-02-13T00:00:00.000Z,3.3e-07,40384.86001,2020-05-26T07:12:08.923Z
1222,quiverx,qrx,0.067604,0.005563545,1223,0.153579,-55.9631,2021-03-24T12:47:16.747Z,0.00443646,1424.44674,2020-11-15T18:11:26.469Z
1223,webdollar,webd,0.00032342,0.005541934,1224,0.00100688,-67.87908,2020-07-31T05:34:28.701Z,1.61e-06,19998.82179,2020-03-20T08:39:57.670Z
1224,uniwhales,uwl,0.865344,0.005530287,1225,0.967881,-10.5084,2021-04-06T01:13:12.627Z,0.056492,1433.26824,2020-12-02T05:23:24.794Z
1225,marginswap,mfi,1.41,0.005523003,1226,3.93,-64.22068,2021-04-12T00:53:10.657Z,0.550813,155.44957,2021-02-09T22:37:22.309Z
1226,cube,auto,0.00081316,0.005509082,1227,0.02008623,-95.95168,2018-04-21T01:12:04.239Z,6.325e-05,1185.67193,2020-07-01T06:43:14.457Z
1227,nord-finance,nord,4.6,0.005500492,1228,18.99,-75.89196,2021-03-02T01:29:17.019Z,1.6,186.91179,2021-01-15T16:14:56.038Z
1228,spectrecoin,alias,0.204485,0.005485695,1229,6.28,-96.74625,2018-01-02T00:00:00.000Z,0.00055599,36678.87316,2020-10-06T15:27:23.378Z
1229,crdt,CRDT,0.02919046,0.005446632,1230,0.239456,-87.77102,2020-10-25T10:57:54.035Z,0.00035063,8251.50725,2020-09-07T16:14:04.919Z
1230,sharedstake-governance-token,sgt,10.76,0.0054253,1231,104.82,-89.73276,2021-02-13T16:47:20.939Z,9.02,19.28958,2021-02-28T08:28:57.780Z
1231,bitcashpay,bcp,0.02274594,0.005420767,1232,0.140706,-83.94826,2021-04-03T13:04:18.720Z,0.01373977,64.38272,2021-03-16T03:54:32.997Z
1232,qiibee,qbx,0.01287427,0.005395195,1234,0.01830476,-29.66708,2021-04-12T11:57:53.367Z,1.694e-05,75897.73229,2020-04-30T16:54:08.380Z
1233,oxbitcoin,0xbtc,0.740467,0.005380306,1237,4.66,-84.14631,2018-06-06T12:16:09.809Z,0.04647402,1490.66842,2019-12-27T12:47:29.190Z
1234,mirrored-facebook,mfb,307.33,0.005375595,1235,331.24,-7.21899,2021-04-11T19:06:32.375Z,248.47,23.68604,2021-02-26T07:43:56.173Z
1235,kebab-token,kebab,1.7,0.005372775,1236,30.92,-94.51884,2021-02-04T20:10:10.060Z,0.646714,162.05561,2021-01-20T03:37:25.146Z
1236,yggdrash,yeed,0.00080723,0.00536721,1242,0.00494777,-83.93101,2018-10-14T07:49:45.230Z,5.827e-05,1264.47882,2020-11-20T00:57:38.405Z
1237,equilibrium-eosdt,eosdt,0.993295,0.005356137,1238,1.7,-41.5708,2019-06-27T13:09:22.930Z,0.096563,928.65162,2020-08-09T14:27:20.865Z
1238,tradove,bbc,0.01064134,0.00532067,1239,0.01064134,0.0,2021-04-13T08:45:54.273Z,8.717e-05,12107.35863,2020-05-10T13:14:46.392Z
1239,petrachor,pta,0.0092959,0.005313243,1240,0.04365024,-77.98169,2021-04-10T23:43:31.776Z,6.602e-05,14458.2007,2020-01-15T22:05:19.816Z
1240,unido-ep,udo,0.358076,0.005290171,1241,1.0,-64.33599,2021-03-22T17:24:42.774Z,0.332233,7.71878,2021-04-25T21:34:06.470Z
1241,chainium,chx,0.0368754,0.005275757,1244,0.341628,-89.25906,2019-02-22T04:23:32.913Z,0.00198313,1750.31604,2020-11-16T14:36:05.623Z
1242,mywish,wish,0.55144,0.005264407,1243,2.14,-74.22731,2018-01-10T00:00:00.000Z,0.00034687,158877.38328,2020-03-05T13:35:10.904Z
1243,okcash,ok,0.064972,0.00523886,1249,0.7685,-91.60346,2017-09-12T00:00:00.000Z,1.798e-05,358764.17777,2015-03-31T00:00:00.000Z
1244,unidex,unidx,1.46,0.00523651,1245,2.17,-32.62123,2021-04-15T20:42:05.724Z,0.148839,882.46841,2020-11-28T23:24:56.240Z
1245,dds-store,dds,5.78,0.005233291,1246,11.25,-48.62558,2021-03-04T15:11:31.962Z,1.78,225.14829,2021-02-13T00:24:09.974Z
1246,minds,minds,1.9,0.005223975,1247,3.64,-47.94863,2021-04-08T23:32:43.108Z,9.129e-05,2076434.49775,2020-06-30T08:21:38.051Z
1247,experience-chain,xpc,5.288e-05,0.005211742,1248,0.00018236,-75.42884,2021-03-31T07:29:19.480Z,1.01e-06,4335.75948,2020-08-06T15:20:18.854Z
1248,domraider,drt,0.00497789,0.005191054,1250,0.386057,-98.71058,2018-01-17T00:00:00.000Z,7.51e-06,66185.16018,2020-12-04T21:29:12.064Z
1249,geyser,gysr,0.978739,0.005186721,1251,3136.29,-99.96879,2020-11-05T02:30:22.867Z,0.171813,469.65492,2021-01-15T20:24:23.911Z
1250,cryptobonusmiles,cbm,0.00103604,0.005163285,1252,0.00264991,-61.03051,2019-08-16T07:34:18.441Z,1.62e-06,63680.60842,2020-04-23T03:58:30.102Z
1251,litedoge,ldoge,0.00031421,0.005160174,1233,0.00079743,-58.76839,2021-03-10T14:11:26.408Z,1.9e-07,172948.53756,2016-08-22T00:00:00.000Z
1252,smileycoin,smly,0.00015805,0.005136271,1254,0.00057639,-72.60587,2018-01-28T00:00:00.000Z,1.11e-06,14128.2267,2020-05-19T14:34:07.915Z
1253,depay,depay,3.41,0.005134533,1253,7.78,-56.24458,2021-02-15T22:13:04.860Z,0.650032,423.74454,2020-11-26T10:58:46.248Z
1254,aventus,avt,0.616887,0.005118247,1255,7.04,-91.23915,2018-01-07T00:00:00.000Z,0.02668342,2211.28474,2021-01-15T04:16:42.864Z
1255,spiderdao,spdr,0.02554686,0.005112138,1256,0.118796,-78.24355,2020-12-15T13:27:32.823Z,0.01853996,39.40536,2021-01-15T18:53:52.146Z
1256,ixicash,ixi,0.00139953,0.005090976,1257,0.0054149,-76.01338,2021-03-22T23:14:48.699Z,8e-08,1711279.90758,2020-06-19T03:19:38.705Z
1257,libra-credit,lba,0.00749264,0.005057532,1258,0.339921,-97.80346,2018-05-23T05:36:55.791Z,0.00170663,337.49894,2021-01-28T14:24:38.928Z
1258,upfiring,ufr,0.209574,0.005029778,1259,2.73,-92.33129,2020-09-09T13:21:29.115Z,0.00369692,5568.87748,2019-12-29T21:57:43.499Z
1259,conceal,ccx,0.476505,0.005017225,1260,1.59,-70.11546,2018-10-18T17:00:36.839Z,0.00708581,6613.48819,2018-10-15T00:00:00.000Z
1260,oro,oro,0.489367,0.005011417,1261,0.814702,-39.81023,2020-12-04T06:39:23.421Z,0.210831,132.58837,2021-01-11T14:16:48.266Z
1261,primecoin,xpm,0.196497,0.004987332,1262,7.27,-97.30814,2013-11-30T00:00:00.000Z,0.01566192,1149.02645,2020-10-28T23:22:14.396Z
1262,42-coin,42,118120.0,0.004961047,1264,805023.0,-85.3495,2020-12-24T15:28:21.542Z,9002.84,1210.02873,2019-11-15T12:32:30.441Z
1263,sashimi,sashimi,0.070741,0.004960852,1263,6.2,-98.85761,2020-09-10T18:48:31.421Z,0.02671747,165.22391,2021-01-22T01:10:49.350Z
1264,ulord,ut,0.0326609,0.004938481,1265,0.170895,-80.66417,2018-09-21T19:50:05.071Z,0.00284812,1060.1995,2020-03-13T02:15:04.925Z
1265,apollon-limassol,APL,19.91,0.004932828,1266,32.32,-39.15077,2021-04-16T20:25:25.800Z,2.08,846.6289,2020-11-07T19:28:25.696Z
1266,ixcoin,ixc,0.232158,0.004918742,1267,0.822101,-71.76039,2018-01-07T00:00:00.000Z,0.0,0.0,2015-08-27T00:00:00.000Z
1267,zero,zer,0.495459,0.004918405,1268,12.38,-96.00041,2018-01-08T00:00:00.000Z,0.00574375,8518.45288,2019-05-23T00:00:00.000Z
1268,friends-with-benefits-pro,fwb,9.59,0.004898284,1269,26.69,-64.07148,2021-03-31T18:27:16.417Z,7.15,34.06104,2021-04-23T08:43:47.396Z
1269,megacryptopolis,mega,27.34,0.004894916,1270,76.72,-64.34491,2021-03-13T21:16:35.112Z,0.528216,5078.55475,2021-04-16T10:33:43.377Z
1270,sota-finance,sota,0.137232,0.004889998,1271,0.779432,-82.40362,2021-02-25T00:38:12.862Z,0.115464,18.78337,2021-04-25T21:44:25.194Z
1271,zclassic,zcl,0.530434,0.004869226,1273,230.95,-99.77072,2018-01-07T00:00:00.000Z,0.04404559,1102.23968,2020-10-17T21:04:44.744Z
1272,global-coin-research,gcr,1.22,0.004864352,1272,13.24,-90.81645,2021-04-16T07:43:46.901Z,0.947756,28.31237,2021-04-16T03:47:33.428Z
1273,suqa,sin,0.00714596,0.004813119,1274,0.01133887,-37.83937,2018-10-31T20:24:34.773Z,0.00018637,3681.93876,2020-05-15T08:24:46.182Z
1274,piedao-defi-large-cap,defi+l,5.38,0.004803213,1275,8.81,-38.95337,2020-10-08T17:37:29.686Z,0.678919,691.96374,2020-11-04T13:12:42.774Z
1275,punk-basic,punk-basic,52647.0,0.004790838,1276,53842.0,-2.2209,2021-04-26T12:04:36.950Z,16750.2,214.30404,2021-02-17T04:22:57.087Z
1276,toacoin,toa,0.0004966,0.004764969,1277,0.01405619,-96.46707,2017-12-07T00:00:00.000Z,4.59e-06,10727.56095,2019-09-28T00:00:00.000Z
1277,boosted-finance,boost,75.77,0.004750408,1278,518.86,-85.38221,2020-09-03T19:16:39.168Z,0.685451,10965.09816,2021-02-28T09:28:19.449Z
1278,photon,pho,0.0001208,0.004748397,1279,0.00050973,-76.30169,2021-04-23T19:54:14.880Z,0.0,3758494884.50891,2019-08-11T00:00:00.000Z
1279,zoracles,zora,849.47,0.004745676,1280,2067.25,-59.29569,2021-04-09T11:26:58.648Z,309.28,172.06922,2021-01-13T05:33:53.041Z
1280,amon,amn,0.00650478,0.004734381,1281,0.129419,-94.97985,2018-05-04T21:43:12.303Z,0.00026674,2335.71746,2020-10-04T06:08:41.556Z
1281,metaverse-index,mvi,80.97,0.004725719,1282,181.07,-55.29433,2021-04-07T07:00:55.118Z,67.41,20.09248,2021-04-23T07:57:04.750Z
1282,vortex-defi,vtx,0.203119,0.00469519,1283,0.76075,-73.30008,2021-04-04T14:18:44.995Z,0.140655,44.40925,2021-03-07T15:38:09.361Z
1283,fera,fera,0.02333665,0.004687404,1284,0.03493264,-33.19529,2021-04-16T02:46:12.739Z,0.00038557,5952.58273,2020-11-16T03:15:57.834Z
1284,crowdwiz,wiz,0.955905,0.004650925,1285,0.955905,0.0,2021-04-23T23:56:22.478Z,0.00028591,334242.57886,2019-12-21T11:49:27.178Z
1285,mirrored-goldman-sachs,mgs,343.6,0.004639544,1287,366.71,-5.66256,2021-03-14T08:29:04.617Z,319.1,8.41269,2021-03-29T08:54:10.457Z
1286,beacon,becn,2.84,0.004630367,1289,4.55,-37.39991,2021-03-11T17:48:22.204Z,0.00055206,515340.91921,2019-11-21T14:14:21.029Z
1287,vericoin,vrc,0.13679,0.004596454,1290,3.42,-96.00235,2018-01-10T00:00:00.000Z,0.00337761,3948.72364,2014-05-16T00:00:00.000Z
1288,blackcoin,blk,0.0757,0.004589139,1291,1.15,-93.41769,2018-01-06T00:00:00.000Z,0.00296856,2445.63965,2014-03-08T00:00:00.000Z
1289,betterbetting,betr,0.02885596,0.00458283,1293,0.109654,-73.81513,2018-05-04T09:09:44.547Z,8.222e-05,34819.89338,2021-04-17T18:24:40.752Z
1290,astrotools,astro,1.52,0.004570643,1292,2.12,-28.05602,2021-04-17T04:10:20.011Z,0.137436,1008.54916,2020-11-07T03:00:36.512Z
1291,utopia-genesis-foundation,uop,0.444913,0.004545442,1294,0.589523,-24.53001,2021-04-15T08:10:49.169Z,0.261003,70.46287,2021-01-11T16:40:33.013Z
1292,mist,mist,0.08218,0.004536647,1295,0.160938,-49.98192,2021-04-21T15:48:10.534Z,0.053168,51.4043,2021-04-17T16:37:55.682Z
1293,assy-index,assy,1.48,0.004536638,1296,2.19,-32.39629,2021-02-13T00:52:33.156Z,1.19,24.99073,2021-01-30T06:11:39.830Z
1294,bscstarter,start,29.84,0.004515108,1297,51.58,-45.72984,2021-04-13T05:19:03.866Z,7.1,294.35269,2021-03-21T09:18:44.604Z
1295,crown,crw,0.16621,0.004496379,1298,4.6,-96.3833,2018-01-08T00:00:00.000Z,0.00016879,98371.05723,2016-02-02T00:00:00.000Z
1296,build-finance,build,44.68,0.004460694,1299,106.26,-58.00413,2021-02-05T06:21:51.363Z,3.83,1065.10987,2020-09-07T08:22:27.314Z
1297,social-rocket,rocks,1.65,0.004460659,1300,5.81,-71.66491,2021-04-02T15:40:51.500Z,0.03848546,4179.2147,2020-11-04T12:04:55.697Z
1298,mirrored-airbnb,mabnb,173.74,0.004449043,1301,222.34,-21.89598,2021-03-01T06:13:56.368Z,162.93,6.58218,2021-03-05T16:17:25.918Z
1299,midas-dollar,mdo,0.331092,0.004445661,1302,188.0,-99.82389,2021-02-10T05:43:22.679Z,0.246166,34.4992,2021-04-23T05:24:13.861Z
1300,catex-token,catt,0.00522235,0.004443123,1303,0.01598819,-67.38293,2021-02-01T00:31:50.789Z,1.767e-05,29419.33008,2020-09-08T10:41:38.766Z
1301,oduwa-coin,owc,0.296962,0.004440402,1304,3.03,-90.21065,2019-01-11T21:29:34.560Z,0.00047954,61804.49984,2021-02-23T17:37:25.728Z
1302,gains-v2,gfarm2,124.83,0.004420868,1305,301.55,-58.60418,2021-03-20T13:26:01.122Z,18.04,592.14716,2021-01-26T16:14:36.262Z
1303,gamee,gmee,0.342028,0.00440833,1306,0.697183,-51.00833,2021-04-14T07:36:42.773Z,0.303342,12.59948,2021-04-23T08:12:21.943Z
1304,zlot,zlot,496.21,0.004406485,1307,3684.6,-86.53809,2020-11-17T16:42:34.246Z,65.86,653.08958,2020-11-14T00:27:24.757Z
1305,lead-token,lead,0.0096845,0.004398571,1308,0.02680801,-63.87639,2021-02-24T18:53:34.363Z,6.601e-05,14570.5179,2020-10-10T09:57:31.426Z
1306,oneroot-network,rnt,0.01545343,0.004389915,1288,0.166441,-90.20412,2018-09-15T04:14:10.695Z,0.00473545,244.30498,2020-03-13T02:24:29.988Z
1307,verisafe,vsf,0.00053673,0.004371626,1310,0.00064475,-16.75385,2021-04-14T08:17:03.340Z,1.7e-07,314618.87487,2020-05-27T19:54:57.584Z
1308,bitcoin-rhodium,xrc,3.76,0.004371264,1311,50.61,-92.58042,2019-04-14T12:39:06.144Z,0.57329,555.03887,2020-03-16T14:59:46.916Z
1309,piedao-balanced-crypto-pie,bcp,3.77,0.004368779,1312,4.51,-16.52644,2021-02-07T07:59:33.233Z,1.63,130.64074,2021-01-05T09:03:01.747Z
1310,netbox-coin,nbx,0.056436,0.00436706,1313,0.09868,-43.19253,2020-01-23T12:04:24.881Z,0.00356174,1473.88722,2019-10-25T11:22:29.914Z
1311,mytoken,mt,0.00230246,0.004364812,1309,0.03724114,-93.7835,2018-05-15T07:50:45.005Z,0.00047463,387.76905,2020-03-13T02:29:11.805Z
1312,release-ico-project,rel,6.161e-05,0.004346352,1286,0.00041503,-84.14049,2019-02-27T12:09:28.667Z,9e-08,73127.26518,2020-04-30T21:58:40.954Z
1313,pangolin,png,2.05,0.004339373,1314,18.85,-89.12699,2021-02-19T15:34:15.118Z,1.08,89.42873,2021-03-23T03:06:19.528Z
1314,mith-cash,mic,0.256498,0.004333499,1315,1149.81,-99.97769,2020-12-30T04:47:58.548Z,0.168124,52.56503,2021-03-05T16:38:41.812Z
1315,eosforce,eosc,0.01539802,0.004303112,1317,0.03416452,-54.88799,2021-04-18T01:10:34.708Z,0.00133132,1057.67476,2020-05-11T05:09:59.342Z
1316,gleec-coin,gleec,0.326993,0.004288078,1318,12.48,-97.38353,2020-03-28T22:20:02.670Z,0.04389975,643.73728,2020-09-20T05:53:34.327Z
1317,swiftcash,swift,0.02426032,0.004280029,1320,0.03944878,-38.50173,2020-08-03T18:59:52.743Z,0.00017643,13650.99522,2020-03-22T23:24:15.897Z
1318,prcy-coin,prcy,0.070909,0.00427081,1321,0.106502,-33.45924,2021-03-20T12:15:00.844Z,0.03059893,131.59993,2021-03-09T03:23:10.228Z
1319,waifu-token,waif,0.00468125,0.004237991,1322,0.03163876,-85.11674,2021-03-11T04:59:31.335Z,0.00025781,1726.49103,2020-11-04T10:41:11.577Z
1320,dmst,dmst,0.131518,0.004227509,1323,0.342785,-61.6483,2021-04-03T04:59:53.109Z,0.00434019,2928.99177,2020-09-30T09:26:00.481Z
1321,bobs_repair,bob,0.01590123,0.004217362,1324,0.087686,-81.87975,2018-07-26T09:16:58.018Z,0.00041509,3727.84514,2019-10-30T11:29:49.356Z
1322,experty,exy,0.145832,0.00421041,1319,0.248252,-40.26361,2018-07-17T23:29:19.764Z,0.00975384,1420.39324,2019-10-11T00:00:00.000Z
1323,ubex,ubex,0.0013317,0.004205738,1325,0.0228439,-94.17818,2018-08-26T20:40:17.910Z,5.716e-05,2226.49104,2021-01-11T06:28:45.237Z
1324,flex-coin,flex,0.26058,0.004192784,1326,1.27,-79.53794,2020-08-09T02:50:24.171Z,0.00047299,54991.98378,2020-08-04T11:18:39.614Z
1325,based-money,$based,0.447497,0.004191145,1327,1393.4,-99.96788,2020-08-12T21:22:28.009Z,0.33981,31.69035,2021-04-20T17:04:52.692Z
1326,denarius,d,0.549225,0.004158328,1328,4.58,-88.0043,2018-01-07T00:00:00.000Z,2.7e-05,2034066.18082,2017-08-02T00:00:00.000Z
1327,monetaryunit,mue,0.01876567,0.004136088,1329,0.49593,-96.21606,2018-01-07T00:00:00.000Z,8.2e-06,228844.56456,2015-01-05T00:00:00.000Z
1328,mmaon,mmaon,0.15623,0.004119821,1331,0.20327,-23.14174,2021-04-09T00:50:20.011Z,0.096687,61.58348,2021-04-25T06:43:58.299Z
1329,memetic,meme,0.102524,0.004101966,1334,1.29,-92.05163,2018-01-10T00:00:00.000Z,0.00088363,11484.77534,2020-11-19T11:54:59.169Z
1330,polyient-games-governance-token,pgt,236.21,0.004097329,1333,2798.35,-91.55744,2021-02-14T07:39:43.919Z,53.57,341.04448,2021-01-11T19:43:44.422Z
1331,centric-cash,cns,0.00146045,0.004093356,1335,0.01873632,-92.5807,2020-08-03T03:25:34.205Z,8.079e-05,1620.62486,2021-01-31T01:18:27.984Z
1332,bitcoin-green,bitg,0.332627,0.004082628,1336,11.5,-97.10842,2018-05-08T22:05:47.204Z,0.00670764,4858.92917,2019-12-06T03:59:05.405Z
1333,hashgard,gard,0.00040716,0.004071568,1330,0.01045715,-96.0539,2018-07-13T20:25:11.899Z,9.77e-06,4124.00514,2020-03-15T22:29:32.634Z
1334,n3rd-finance,N3RDz,247.41,0.004071204,1337,399.55,-38.13327,2021-02-20T06:44:53.675Z,90.49,173.15593,2020-12-17T20:12:20.083Z
1335,unique-one,rare,1.62,0.004065733,1338,5.36,-69.66266,2021-02-16T12:34:58.720Z,0.127937,1171.16826,2021-01-20T10:38:29.697Z
1336,degenvc,dgvc,4.06,0.004024638,1339,8.52,-52.42316,2021-03-30T20:08:26.739Z,0.350201,1058.01375,2020-12-24T12:30:16.625Z
1337,ucot,uct,0.00766495,0.004024096,1332,0.187731,-95.83278,2018-05-22T09:36:35.425Z,0.00079814,880.17351,2020-11-22T17:51:51.394Z
1338,habitat,hbt,2.01,0.004023362,1340,7.51,-73.20154,2021-03-24T17:36:52.730Z,1.61,25.04565,2021-04-25T22:07:35.977Z
1339,alphacat,acat,0.00120533,0.004022033,1354,0.0204833,-94.3452,2018-02-17T00:00:00.000Z,9.494e-05,1119.96906,2020-03-22T03:10:36.644Z
1340,espers,esp,0.00014862,0.004020733,1341,0.00233439,-93.63327,2018-01-08T00:00:00.000Z,8e-08,195458.36952,2016-11-10T00:00:00.000Z
1341,oxbull-tech,oxb,1.1,0.004009913,1342,2.91,-62.09629,2021-03-31T01:13:32.914Z,0.083096,1225.56036,2021-03-01T20:41:27.228Z
1342,tripio,trio,0.00148134,0.003999614,1344,0.0147216,-89.95587,2018-06-19T15:50:09.714Z,0.00045941,221.85852,2020-11-12T01:33:22.175Z
1343,professional-fighters-league-fan-token,pfl,3.88,0.003994963,1343,6.95,-44.52928,2021-04-09T13:33:54.026Z,2.17,78.04013,2021-04-09T10:49:25.644Z
1344,surf-finance,surf,0.474282,0.003987872,1345,1.88,-74.78729,2020-10-31T05:03:44.402Z,0.108417,337.0782,2020-12-15T18:19:57.102Z
1345,pandacoin,pnd,0.00011584,0.003971595,1316,2.91,-99.99568,2018-08-29T09:42:17.130Z,3e-07,42178.79221,2015-05-13T00:00:00.000Z
1346,nolimitcoin,nlc2,0.00929799,0.00396253,1346,0.507235,-98.16693,2018-01-06T00:00:00.000Z,3.35e-06,277848.50676,2020-03-26T05:07:49.454Z
1347,lyra,lyr,0.00039814,0.003961366,1347,0.00099421,-60.15577,2021-03-20T04:09:45.355Z,8.01e-06,4843.47925,2021-02-13T04:30:37.936Z
1348,pigeoncoin,pgn,0.00052554,0.003949081,1348,0.00351228,-85.02362,2019-11-21T04:07:50.334Z,2.583e-05,1936.7985,2020-10-03T03:03:06.266Z
1349,prophecy,pry,0.052846,0.003938129,1349,0.094568,-44.1931,2021-03-01T12:12:17.503Z,0.01455744,262.53067,2021-01-14T03:00:00.523Z
1350,nextexchange,next,0.25387,0.003923051,1351,1.21,-78.95247,2020-04-07T17:08:44.404Z,0.00449907,5542.72604,2020-08-16T22:17:46.348Z
1351,chartex,chart,0.047854,0.003912408,1352,0.16965,-71.86725,2021-03-13T12:57:13.315Z,0.00388182,1129.50849,2020-11-09T02:19:28.511Z
1352,aluna,aln,0.274634,0.003904739,1353,1.84,-85.11202,2021-03-17T02:54:42.442Z,0.175426,56.48349,2021-04-24T01:43:02.812Z
1353,penta,pnt,0.00018267,0.003889093,1350,0.03140479,-99.41324,2018-05-19T09:14:22.663Z,2.311e-05,697.23277,2020-12-24T03:21:59.019Z
1354,fanstime,fti,0.00060583,0.003847026,1355,0.01049072,-94.21825,2018-07-27T05:04:34.663Z,7.212e-05,740.97091,2020-03-13T02:24:31.697Z
1355,emanate,EMT,0.02574328,0.003844166,1356,0.196159,-86.87635,2020-03-09T02:34:55.973Z,1e-08,274361313.66141,2020-08-09T14:14:06.411Z
1356,enreachdao,nrch,3.0,0.003841938,1357,6.19,-51.59597,2021-04-07T23:12:00.110Z,2.67,12.35075,2021-04-25T09:31:40.863Z
1357,bnsd-finance,bnsd,0.03077149,0.003840513,1358,0.276547,-88.88982,2020-09-12T19:42:59.283Z,0.00636797,382.4905,2020-09-06T02:50:42.028Z
1358,everitoken,evt,0.00768286,0.003837104,1359,2.65,-99.71053,2019-08-26T01:23:07.548Z,9.988e-05,7592.0265,2020-11-23T05:29:51.218Z
1359,dogefi,dogefi,7.1,0.003820727,1360,17.37,-59.58847,2021-04-19T21:44:59.228Z,0.01022431,68541.3858,2020-11-16T09:31:44.443Z
1360,royale,roya,0.280372,0.003820394,1361,1.25,-77.59468,2021-03-14T07:08:58.264Z,0.02814039,893.26554,2021-03-18T04:29:13.390Z
1361,digix-gold,dgx,50.74,0.003810275,1363,207.4,-75.58223,2021-02-13T13:22:12.198Z,6.0,744.04349,2020-08-11T10:28:45.950Z
1362,flits,fls,1.07,0.003805016,1362,4.92,-78.18364,2019-07-05T09:03:02.734Z,0.060689,1667.82845,2019-11-27T19:12:38.003Z
1363,masq,masq,0.254356,0.003800528,1364,0.40038,-36.96902,2021-04-14T06:27:35.821Z,0.03503674,620.28255,2021-02-20T06:58:34.361Z
1364,2gether-2,2gt,0.050587,0.003794036,1365,0.076587,-33.94862,2021-03-25T06:24:27.370Z,0.04598337,10.01153,2021-04-20T02:42:36.446Z
1365,vault,vault,10.16,0.003786689,1366,257.39,-96.05217,2020-02-04T17:42:47.397Z,0.452865,2143.82775,2020-04-30T22:37:38.115Z
1366,virgox-token,vxt,0.087472,0.003758767,1367,0.112781,-22.4409,2021-04-02T03:01:39.369Z,0.02139627,308.81763,2021-01-25T02:54:05.202Z
1367,adshares,ads,0.241636,0.003755218,1368,2.15,-88.74968,2018-01-13T00:00:00.000Z,0.0102872,2248.89649,2020-09-04T22:54:17.039Z
1368,2key,2key,0.055071,0.003750966,1370,0.186425,-70.57003,2020-08-16T06:18:58.364Z,0.01327205,313.38695,2020-12-16T02:18:10.714Z
1369,qunqun,qun,0.00556018,0.003741273,1369,0.118108,-95.27984,2018-01-25T00:00:00.000Z,0.00176214,216.37069,2021-01-04T10:19:15.639Z
1370,zebi,zco,0.00737032,0.00368516,1371,0.225077,-96.72423,2018-05-06T07:32:59.951Z,0.00070355,947.97787,2021-01-22T20:13:05.999Z
1371,naga,ngc,0.04722187,0.003679068,1373,3.74,-98.74804,2017-12-30T00:00:00.000Z,0.00760807,515.57158,2020-03-13T02:12:35.954Z
1372,reflect-finance,rfi,0.386845,0.00365637,1372,3.17,-87.80193,2021-01-19T09:47:50.915Z,0.092981,315.78475,2020-11-29T07:53:20.602Z
1373,zeedex,zdex,1.15,0.003640787,1374,2.88,-60.05113,2021-03-02T09:56:55.877Z,0.04479547,2470.96069,2020-10-06T13:14:57.877Z
1374,hollygold,hgold,1.09,0.003639852,1375,13.95,-92.23202,2021-01-16T06:19:01.925Z,0.298305,263.35215,2021-04-21T08:36:40.214Z
1375,honest-mining,hnst,0.02906317,0.003638195,1376,0.140228,-79.18858,2019-06-19T00:00:03.309Z,0.00118207,2368.84565,2020-02-18T12:44:29.292Z
1376,daex,dax,0.01023276,0.003629221,1379,0.158479,-93.59117,2018-05-15T00:00:00.000Z,0.00132497,666.55788,2020-05-10T04:58:43.926Z
1377,snowgem,tent,0.104155,0.003616909,1377,0.548834,-81.05639,2018-04-16T21:28:21.793Z,0.00856177,1114.33898,2020-03-13T02:24:10.598Z
1378,alliance-fan-token,all,3.61,0.003607222,1378,7.62,-52.71181,2021-03-13T02:49:28.588Z,1.17,207.4218,2021-02-06T12:17:02.821Z
1379,eosdac,eosdac,0.00374945,0.003606671,1381,0.273916,-98.63725,2018-05-14T21:05:20.920Z,0.00068429,445.50002,2020-03-13T02:29:13.895Z
1380,kittenfinance,kif,94.95,0.003596369,1380,304.93,-68.81384,2021-02-14T04:23:00.221Z,21.01,352.63132,2020-09-07T13:08:18.534Z
1381,curio,cur,1.79,0.003581121,1382,5.11,-64.95948,2021-03-27T16:28:59.967Z,0.064945,2657.03948,2020-05-09T23:59:28.909Z
